"NA06985","NA06994","NA07037","NA10847","NA11920","NA11918","NA11931","NA12003","NA12006","NA12287"
"ENSG00000034693",36,40,22,42,94,46,195,91,132,83
"ENSG00000034713",213,178,130,120,172,95,485,97,150,276
"ENSG00000035115",17,24,11,20,22,16,36,19,64,17
"ENSG00000035141",40,44,43,45,105,36,154,54,123,90
"ENSG00000035403",71,105,375,122,411,82,263,107,1207,414
"ENSG00000035499",35,39,59,40,202,48,223,42,117,133
"ENSG00000035664",2,15,0,5,33,2,33,17,0,11
"ENSG00000035681",177,162,108,106,300,131,390,247,432,279
"ENSG00000035687",86,68,95,81,121,98,194,89,116,175
"ENSG00000035720",38,43,71,43,54,93,180,69,54,158
"ENSG00000035862",1,1,0,19,2,0,4,3,6,1
"ENSG00000035928",225,263,216,299,525,408,694,594,428,289
"ENSG00000036054",25,18,12,39,59,46,117,32,79,45
"ENSG00000036257",387,333,347,346,430,329,784,466,806,439
"ENSG00000036448",5,3,2,12,3,2,2,34,0,23
"ENSG00000036549",84,64,82,75,156,101,306,142,203,132
"ENSG00000036672",1,0,6,0,4,0,2,2,0,0
"ENSG00000036828",3,3,2,3,3,1,6,0,37,3
"ENSG00000037042",1,12,3,5,15,5,18,59,135,5
"ENSG00000037241",4,2,0,2,15,6,11,1,24,4
"ENSG00000037280",3,0,0,0,0,0,1,4,0,1
"ENSG00000037474",593,323,266,375,548,203,822,414,885,569
"ENSG00000037637",168,144,111,103,206,102,369,215,227,251
"ENSG00000037749",51,45,13,38,73,59,152,42,154,102
"ENSG00000037757",146,140,81,161,164,80,165,170,125,102
"ENSG00000037897",29,17,16,18,47,11,53,22,6,54
"ENSG00000038002",36,26,29,41,59,45,99,42,0,58
"ENSG00000038210",276,221,429,370,309,259,611,326,341,561
"ENSG00000038219",478,318,138,455,417,243,746,691,1219,129
"ENSG00000038274",258,214,367,171,504,265,617,206,977,555
"ENSG00000038358",580,457,577,561,776,103,758,680,1624,671
"ENSG00000038382",565,323,297,481,396,255,361,487,1190,284
"ENSG00000038427",37,16,72,13,10,5,18,26,17,52
"ENSG00000038532",573,264,398,308,541,122,565,487,1630,364
"ENSG00000038945",0,0,0,0,0,0,0,1,0,0
"ENSG00000039068",252,135,25,56,319,10,203,208,116,21
"ENSG00000039123",149,140,134,155,332,239,656,278,515,305
"ENSG00000039139",0,0,0,0,2,0,1,1,0,0
"ENSG00000039319",19,8,6,13,30,34,68,22,107,42
"ENSG00000039523",328,126,315,277,245,83,285,633,711,97
"ENSG00000039537",0,1,0,0,0,0,0,0,0,0
"ENSG00000039560",19,2,0,0,16,0,3,0,74,1
"ENSG00000039600",0,0,0,0,0,0,1,0,0,1
"ENSG00000039650",110,164,280,148,166,41,171,189,310,256
"ENSG00000039987",0,2,1,0,0,0,0,1,0,0
"ENSG00000040199",135,62,73,69,123,85,238,116,245,131
"ENSG00000040275",45,55,45,71,160,76,255,47,221,138
"ENSG00000040341",42,45,26,32,157,46,186,35,91,74
"ENSG00000040487",54,68,74,56,52,9,98,109,161,54
"ENSG00000040531",48,56,95,40,103,19,112,74,144,76
"ENSG00000040608",3,2,7,8,6,1,2,11,6,1
"ENSG00000040633",354,220,297,294,668,154,483,339,809,342
"ENSG00000040731",0,0,0,0,0,0,1,0,0,0
"ENSG00000040933",121,148,227,179,278,89,293,362,293,251
"ENSG00000041353",0,0,0,0,1,0,0,0,0,0
"ENSG00000041357",258,215,193,234,527,345,1039,204,872,649
"ENSG00000041515",0,0,0,0,1,0,0,3,0,1
"ENSG00000041802",162,138,94,135,261,91,370,157,391,200
"ENSG00000041880",70,83,30,77,175,47,206,236,223,87
"ENSG00000041982",0,0,0,0,2,1,1,1,0,2
"ENSG00000041988",32,27,54,35,44,4,51,44,36,79
"ENSG00000042062",2,2,10,2,4,2,5,11,0,2
"ENSG00000042088",147,175,157,179,279,130,509,246,442,252
"ENSG00000042286",268,195,382,282,275,166,388,261,474,643
"ENSG00000042304",0,0,0,0,2,0,0,0,0,0
"ENSG00000042317",7,5,5,2,2,10,21,0,0,6
"ENSG00000042429",111,101,106,88,88,55,214,124,325,183
"ENSG00000042445",34,63,67,80,147,92,217,101,342,178
"ENSG00000042493",93,397,625,271,296,206,226,217,838,823
"ENSG00000042753",338,315,651,457,248,112,714,264,282,693
"ENSG00000042781",0,0,0,0,0,0,0,1,0,0
"ENSG00000042813",0,1,0,2,0,0,0,0,0,0
"ENSG00000042832",0,0,0,1,1,0,0,0,0,0
"ENSG00000042980",1,1,0,0,0,0,0,0,0,2
"ENSG00000043039",1,6,0,2,1,1,3,1,0,0
"ENSG00000043093",14,26,6,24,42,46,64,27,31,45
"ENSG00000043143",903,833,758,901,1170,344,1185,1093,2332,1394
"ENSG00000043355",0,0,2,0,0,0,0,0,0,0
"ENSG00000043462",123,100,77,60,176,34,154,127,223,63
"ENSG00000043514",67,71,49,56,55,47,227,86,119,78
"ENSG00000043591",3,22,6,8,9,0,6,4,31,2
"ENSG00000044090",128,162,157,141,151,43,242,398,425,192
"ENSG00000044115",371,320,356,391,542,201,1074,524,768,496
"ENSG00000044459",0,57,46,8,0,4,6,44,2,18
"ENSG00000044574",913,769,1371,1377,1764,940,2242,1521,1883,1290
"ENSG00000046604",106,73,115,83,200,81,261,140,299,162
"ENSG00000046889",0,0,0,0,0,0,0,1,0,1
"ENSG00000047056",63,44,69,97,105,30,132,117,169,88
"ENSG00000047188",60,61,65,71,122,101,229,75,112,105
"ENSG00000047249",144,118,147,109,192,74,364,148,138,248
"ENSG00000047315",438,315,215,297,675,365,1226,462,1271,715
"ENSG00000047346",49,44,32,47,81,75,131,89,38,58
"ENSG00000047365",53,79,29,55,96,43,171,95,58,45
"ENSG00000047410",476,457,220,478,452,417,1005,824,1291,247
"ENSG00000047578",80,74,29,62,88,26,92,73,387,39
"ENSG00000047579",144,106,209,161,155,47,189,120,217,183
"ENSG00000047621",64,44,39,31,72,45,198,72,112,121
"ENSG00000047662",20,7,0,2,10,4,25,11,0,5
"ENSG00000047849",1808,1260,885,1242,2152,882,2129,2650,6735,931
"ENSG00000047932",113,78,105,109,295,66,249,200,273,179
"ENSG00000047936",0,0,0,0,0,0,1,0,0,0
"ENSG00000048028",44,53,50,54,246,79,198,131,191,174
"ENSG00000048052",46,19,12,17,128,66,158,103,0,112
"ENSG00000048140",116,87,194,133,172,55,193,61,134,233
"ENSG00000048162",184,117,204,155,285,62,403,132,551,337
"ENSG00000048342",2,0,0,0,0,4,0,1,0,6
"ENSG00000048392",116,61,66,80,90,121,349,124,64,249
"ENSG00000048405",124,94,85,114,116,76,240,198,217,111
"ENSG00000048462",61,135,129,129,308,196,557,133,189,343
"ENSG00000048471",479,303,358,354,509,102,535,447,1489,401
"ENSG00000048540",5,3,14,3,2,43,22,1,162,66
"ENSG00000048544",25,19,13,24,13,33,61,17,22,45
"ENSG00000048545",0,0,0,0,0,0,0,0,0,2
"ENSG00000048649",215,194,132,190,333,230,501,450,607,162
"ENSG00000048707",96,77,148,107,223,105,308,155,482,92
"ENSG00000048740",582,510,228,502,1577,473,1809,928,1582,550
"ENSG00000048828",653,637,826,683,1660,376,1435,981,2622,934
"ENSG00000048991",257,302,124,248,1003,336,820,621,1081,221
"ENSG00000049089",275,204,157,218,193,30,161,296,406,161
"ENSG00000049130",0,0,0,0,0,0,2,0,0,2
"ENSG00000049167",18,10,22,8,25,15,56,11,0,24
"ENSG00000049192",6,11,9,4,9,0,15,17,25,1
"ENSG00000049239",532,221,393,588,353,225,714,662,1211,275
"ENSG00000049245",44,17,6,23,31,16,57,46,34,37
"ENSG00000049246",7,3,11,16,7,26,65,5,80,63
"ENSG00000049249",37,16,15,11,11,1,49,30,39,12
"ENSG00000049283",0,0,0,0,0,0,0,1,0,0
"ENSG00000049323",13,2,2,0,14,1,38,1,0,2
"ENSG00000049449",50,28,25,19,35,10,34,39,112,38
"ENSG00000049540",0,0,1,0,0,0,0,1,0,0
"ENSG00000049541",197,201,267,230,328,90,491,203,624,468
"ENSG00000049618",986,702,517,1034,1767,279,1635,1887,2470,236
"ENSG00000049656",431,425,600,570,1221,95,751,587,960,879
"ENSG00000049759",85,44,149,92,127,34,92,69,541,295
"ENSG00000049860",173,122,203,123,277,99,328,270,352,359
"ENSG00000049883",22,24,9,13,55,19,78,36,23,50
"ENSG00000050130",24,31,22,14,43,59,147,42,155,72
"ENSG00000050165",1,0,0,0,0,0,0,0,0,0
"ENSG00000050327",6,5,12,17,19,9,28,21,22,4
"ENSG00000050344",45,18,62,38,18,8,37,30,0,77
"ENSG00000050393",139,115,125,100,125,23,134,99,293,143
"ENSG00000050405",121,196,145,173,429,132,512,209,651,302
"ENSG00000050426",126,163,81,89,214,99,358,229,34,236
"ENSG00000050438",17,5,12,4,24,6,39,12,0,8
"ENSG00000050555",0,0,2,0,0,1,0,0,0,0
"ENSG00000050628",0,0,0,0,0,0,0,0,0,1
"ENSG00000050730",13,6,30,3,14,16,26,3,176,24
"ENSG00000050748",123,115,183,133,279,115,308,154,53,289
"ENSG00000050767",0,2,2,2,0,0,1,4,0,0
"ENSG00000050820",152,142,368,248,120,22,347,104,560,146
"ENSG00000051009",109,67,76,88,102,22,97,124,127,139
"ENSG00000051108",765,724,685,735,912,429,1707,1550,1928,1429
"ENSG00000051128",1,3,3,9,15,0,0,0,0,10
"ENSG00000051180",58,99,146,128,185,56,319,84,302,265
"ENSG00000051341",28,43,41,52,74,51,134,57,88,89
"ENSG00000051382",64,44,71,59,154,96,266,83,109,128
"ENSG00000051523",1176,984,2526,1485,1921,334,1158,1470,1743,2298
"ENSG00000051596",5,10,34,9,7,0,6,12,8,22
"ENSG00000051620",130,112,192,75,140,30,50,115,103,266
"ENSG00000051825",30,44,23,29,91,61,170,88,121,57
"ENSG00000052126",0,0,1,0,0,0,0,0,0,1
"ENSG00000052344",0,0,0,0,0,0,0,1,0,0
"ENSG00000052723",66,73,115,57,116,126,274,87,95,163
"ENSG00000052749",391,304,340,331,360,75,649,276,727,643
"ENSG00000052795",44,27,128,83,30,73,29,106,261,141
"ENSG00000052802",77,50,68,87,107,206,356,136,82,252
"ENSG00000052841",114,115,103,96,166,77,219,237,342,123
"ENSG00000052850",0,1,0,0,1,0,0,0,0,0
"ENSG00000053108",1,0,0,0,2,4,1,1,0,1
"ENSG00000053254",264,168,221,205,500,165,366,489,437,169
"ENSG00000053371",109,88,188,114,249,55,276,120,205,286
"ENSG00000053372",180,151,148,221,225,61,333,130,696,376
"ENSG00000053438",1,0,0,4,8,0,1,1,0,4
"ENSG00000053501",103,45,108,79,118,18,152,68,98,119
"ENSG00000053524",2,1,0,0,5,0,1,11,0,2
"ENSG00000053702",8,1,0,3,1,1,8,8,93,3
"ENSG00000053747",3,3,12,5,15,6,29,5,0,34
"ENSG00000053770",94,40,46,71,217,119,375,133,389,210
"ENSG00000053900",32,45,38,37,48,53,127,44,0,53
"ENSG00000053918",58,57,7,35,6,1,7,11,0,10
"ENSG00000054116",247,176,331,217,278,131,489,160,226,390
"ENSG00000054118",569,474,470,619,1048,636,1002,746,1203,525
"ENSG00000054148",645,293,613,344,798,68,740,399,328,941
"ENSG00000054179",414,42,51,30,91,18,0,324,160,73
"ENSG00000054219",145,92,61,53,84,131,234,127,210,188
"ENSG00000054267",219,130,105,133,148,120,419,269,416,135
"ENSG00000054277",52,51,108,35,52,8,106,48,82,66
"ENSG00000054282",22,55,76,42,93,29,144,75,123,86
"ENSG00000054356",2,2,3,1,0,0,1,0,0,2
"ENSG00000054392",25,24,48,28,36,9,55,28,12,60
"ENSG00000054523",67,55,109,74,144,80,149,26,341,102
"ENSG00000054598",3,5,3,2,14,1,6,5,0,2
"ENSG00000054611",414,568,770,702,575,161,622,1027,750,713
"ENSG00000054654",217,238,227,377,220,221,332,453,942,220
"ENSG00000054690",0,1,3,1,10,1,6,2,0,0
"ENSG00000054793",1,1,0,3,17,0,4,0,0,0
"ENSG00000054965",78,68,50,62,174,41,162,179,432,40
"ENSG00000054967",274,186,217,251,178,38,247,301,335,371
"ENSG00000054983",30,15,14,5,21,18,35,27,8,35
"ENSG00000055044",313,229,164,273,411,245,900,249,409,526
"ENSG00000055070",945,613,1107,823,1500,624,1566,1061,2555,1338
"ENSG00000055118",2,0,6,0,1,0,0,1,0,1
"ENSG00000055130",172,113,151,167,253,97,519,122,482,270
"ENSG00000055147",51,67,57,62,154,64,268,103,199,127
"ENSG00000055163",1267,1327,1362,1387,2816,717,3263,1725,3559,1925
"ENSG00000055208",170,132,46,153,288,172,508,374,605,157
"ENSG00000055211",197,149,111,83,151,156,331,214,127,171
"ENSG00000055332",326,452,314,442,563,877,1135,1028,1707,434
"ENSG00000055483",511,314,299,487,592,105,531,636,1417,321
"ENSG00000055609",225,247,173,310,453,304,526,933,1295,109
"ENSG00000055732",1,2,4,1,0,0,11,5,0,10
"ENSG00000055813",0,0,0,0,1,1,0,0,0,0
"ENSG00000055917",339,222,284,267,620,507,1280,563,658,522
"ENSG00000055950",144,122,221,157,300,37,260,193,345,297
"ENSG00000055955",0,1,0,0,0,0,1,0,0,0
"ENSG00000055957",8,3,6,3,1,1,1,8,46,5
"ENSG00000056050",12,5,19,10,14,14,40,8,1,14
"ENSG00000056097",274,193,137,199,617,256,754,416,700,404
"ENSG00000056291",0,0,0,0,0,0,0,1,0,0
"ENSG00000056345",134,32,195,56,99,203,124,22,55,367
"ENSG00000056487",1,5,2,1,1,0,0,2,0,1
"ENSG00000056558",6837,2638,1541,1590,2125,717,4815,4288,8920,3582
"ENSG00000056586",103,64,78,62,153,118,309,163,321,112
"ENSG00000056661",8,24,53,38,77,7,45,93,375,12
"ENSG00000056736",144,141,155,57,136,10,343,85,486,289
"ENSG00000056972",209,174,115,190,274,101,381,443,745,213
"ENSG00000057019",45,0,25,9,70,40,44,1,150,57
"ENSG00000057252",89,71,129,94,154,150,405,68,366,259
"ENSG00000057294",0,1,0,1,0,0,9,0,0,1
"ENSG00000057593",0,0,0,0,0,0,0,0,0,1
"ENSG00000057608",407,430,352,388,736,475,1600,659,636,997
"ENSG00000057657",196,95,308,219,1223,239,360,383,660,335
"ENSG00000057663",51,44,84,62,105,55,179,63,52,132
"ENSG00000057704",206,185,181,166,437,169,639,454,680,314
"ENSG00000057757",247,215,294,239,207,109,530,215,363,424
"ENSG00000057935",168,133,100,118,274,102,279,296,455,236
"ENSG00000058056",122,67,104,74,171,82,285,58,19,175
"ENSG00000058063",162,129,163,186,356,279,528,332,375,252
"ENSG00000058085",1,1,0,1,1,0,1,0,5,2
"ENSG00000058091",39,61,66,52,191,92,307,81,195,143
"ENSG00000058262",1823,1268,1382,1642,2411,832,3561,2186,2934,2559
"ENSG00000058272",266,240,169,251,629,345,809,485,906,326
"ENSG00000058335",12,9,5,14,15,13,19,38,45,17
"ENSG00000058404",0,5,4,3,4,0,3,2,0,1
"ENSG00000058453",13,16,24,14,10,0,5,3,67,10
"ENSG00000058600",274,162,254,242,299,73,330,205,470,406
"ENSG00000058668",12,29,21,8,29,7,21,22,61,8
"ENSG00000058673",57,49,54,51,47,55,160,75,51,40
"ENSG00000058729",43,52,24,46,55,55,232,65,29,137
"ENSG00000058799",70,46,34,42,126,44,182,142,73,99
"ENSG00000058804",74,110,60,96,340,208,523,170,229,249
"ENSG00000058866",37,67,8,7,28,6,37,9,82,2
"ENSG00000059122",198,108,207,201,135,33,169,174,162,256
"ENSG00000059145",18,5,18,6,14,1,10,31,57,11
"ENSG00000059377",24,62,63,65,47,30,119,156,111,62
"ENSG00000059378",90,97,156,113,121,32,107,143,282,197
"ENSG00000059573",505,643,508,509,1170,362,1677,925,2197,1254
"ENSG00000059588",52,78,172,118,114,45,243,106,275,275
"ENSG00000059691",87,89,105,102,231,69,244,119,331,231
"ENSG00000059728",21,16,10,25,34,17,31,31,32,23
"ENSG00000059758",148,85,99,112,196,113,206,128,515,203
"ENSG00000059769",6,13,3,8,25,9,34,22,86,22
"ENSG00000059804",20,48,49,28,23,66,75,72,75,48
"ENSG00000059915",16,17,25,5,10,3,19,15,5,21
"ENSG00000060069",371,277,500,461,418,54,371,325,643,429
"ENSG00000060138",738,490,647,403,564,109,628,703,795,770
"ENSG00000060140",0,0,0,0,2,0,0,0,0,0
"ENSG00000060237",1339,1458,1141,1422,3288,1376,2648,3677,5723,807
"ENSG00000060303",1,0,0,0,1,2,5,1,0,1
"ENSG00000060339",258,158,134,180,521,171,773,217,504,236
"ENSG00000060491",625,424,838,853,543,68,427,674,874,638
"ENSG00000060558",526,358,803,332,216,6,600,340,290,567
"ENSG00000060566",0,0,0,0,1,1,0,0,0,0
"ENSG00000060642",77,53,41,30,82,33,178,64,86,74
"ENSG00000060656",3,0,6,7,9,0,1,2,0,15
"ENSG00000060688",145,143,144,133,173,80,417,113,163,354
"ENSG00000060709",267,6,8,12,62,4,10,45,87,18
"ENSG00000060718",1,0,0,0,0,0,0,0,0,0
"ENSG00000060749",71,31,24,49,121,120,164,126,271,53
"ENSG00000060762",259,115,169,92,155,60,358,36,127,286
"ENSG00000060971",220,224,331,244,362,39,359,209,200,513
"ENSG00000060982",761,450,248,240,971,310,485,597,974,522
"ENSG00000061273",226,367,154,122,306,13,218,313,152,80
"ENSG00000061337",10,1,0,0,0,0,1,0,0,3
"ENSG00000061455",0,0,0,0,0,0,0,0,0,1
"ENSG00000061656",45,13,76,27,14,8,19,32,20,34
"ENSG00000061676",4,26,37,18,25,20,140,33,34,15
"ENSG00000061794",144,108,99,118,225,137,434,130,262,338
"ENSG00000061918",315,82,86,12,18,111,14,15,8,173
"ENSG00000061936",242,207,247,314,414,114,362,361,665,162
"ENSG00000061938",226,212,382,466,279,99,254,407,711,217
"ENSG00000061987",115,78,87,108,155,100,278,196,55,136
"ENSG00000062038",0,0,0,0,0,0,0,3,0,0
"ENSG00000062194",153,137,117,129,179,219,463,219,158,264
"ENSG00000062282",107,67,81,64,161,25,192,87,155,210
"ENSG00000062370",1,1,4,1,0,0,4,2,0,0
"ENSG00000062485",139,123,71,96,625,102,488,226,780,198
"ENSG00000062524",1,0,1,3,4,1,2,0,0,6
"ENSG00000062582",260,159,379,237,570,154,398,207,266,469
"ENSG00000062598",160,136,123,85,258,66,308,203,258,290
"ENSG00000062650",359,295,250,320,571,397,979,563,467,437
"ENSG00000062716",103,113,166,126,403,170,435,192,346,246
"ENSG00000062725",91,77,137,100,200,120,365,130,366,207
"ENSG00000062822",296,529,957,847,943,151,778,706,1998,1166
"ENSG00000063015",6,0,0,1,0,0,1,10,0,0
"ENSG00000063046",93,101,22,73,78,176,351,219,179,181
"ENSG00000063127",7,8,0,2,5,3,10,3,0,1
"ENSG00000063169",202,164,103,215,250,27,111,359,497,40
"ENSG00000063176",273,228,273,269,442,57,358,292,748,362
"ENSG00000063177",3158,2451,2335,1923,4205,926,4542,3792,2813,5054
"ENSG00000063180",10,9,34,33,20,14,23,14,89,9
"ENSG00000063241",351,273,455,314,657,82,621,363,1059,772
"ENSG00000063244",1577,1282,2278,1892,3737,735,2334,1612,4616,2933
"ENSG00000063245",615,555,875,908,1150,173,642,990,1850,441
"ENSG00000063322",251,190,236,239,392,124,370,344,965,352
"ENSG00000063438",382,393,308,459,374,88,677,897,867,413
"ENSG00000063660",2,2,23,6,7,0,4,9,35,16
"ENSG00000063761",24,22,45,20,54,15,77,41,105,50
"ENSG00000063854",76,84,140,65,86,13,95,78,138,131
"ENSG00000063978",202,146,217,177,272,85,330,283,593,262
"ENSG00000064012",36,31,23,23,47,32,89,54,97,67
"ENSG00000064042",0,0,4,0,0,0,1,0,0,0
"ENSG00000064102",111,162,135,98,266,170,613,215,334,500
"ENSG00000064115",326,303,453,194,242,153,1016,326,362,814
"ENSG00000064199",5,5,17,4,14,6,27,4,0,10
"ENSG00000064201",4,0,6,2,1,1,4,0,0,0
"ENSG00000064205",0,0,1,0,0,0,0,0,0,0
"ENSG00000064225",18,3,5,5,20,27,33,4,29,45
"ENSG00000064270",0,0,0,0,0,0,1,0,0,0
"ENSG00000064300",4,4,7,5,6,0,8,11,21,2
"ENSG00000064309",1,0,2,1,8,2,1,0,37,1
"ENSG00000064313",99,95,99,87,239,110,377,126,229,251
"ENSG00000064393",1107,672,494,876,1878,1884,1997,2702,3411,397
"ENSG00000064419",414,353,447,445,925,300,1186,581,1511,673
"ENSG00000064489",36,38,77,36,134,26,83,29,110,68
"ENSG00000064490",207,142,295,197,741,83,398,284,577,462
"ENSG00000064545",99,90,257,97,161,33,224,115,249,197
"ENSG00000064547",26,61,37,49,94,15,40,63,159,54
"ENSG00000064601",234,207,239,211,677,108,427,326,708,359
"ENSG00000064607",161,153,168,167,341,74,300,250,643,309
"ENSG00000064651",124,82,220,145,164,121,248,152,232,163
"ENSG00000064652",4,8,13,14,10,5,41,14,80,18
"ENSG00000064655",0,2,1,6,102,0,0,1,0,18
"ENSG00000064666",1156,731,714,906,1737,283,1520,1196,1885,676
"ENSG00000064687",82,124,173,134,129,8,134,280,390,69
"ENSG00000064692",10,9,0,0,0,0,0,5,73,1
"ENSG00000064703",99,72,93,121,257,79,290,108,290,197
"ENSG00000064726",354,225,254,212,350,215,668,485,586,473
"ENSG00000064763",2,28,24,10,14,12,49,34,236,32
"ENSG00000064787",150,88,51,39,58,15,198,51,52,70
"ENSG00000064886",1056,851,643,418,1663,151,1874,19,594,85
"ENSG00000064932",517,322,479,504,355,67,269,606,995,297
"ENSG00000064933",15,29,30,20,50,38,116,34,148,53
"ENSG00000064961",385,340,507,427,499,76,408,692,817,701
"ENSG00000064989",4,3,0,4,2,13,11,4,0,3
"ENSG00000064995",111,68,106,100,81,38,185,95,106,153
"ENSG00000064999",90,62,61,94,86,28,104,89,365,69
"ENSG00000065000",1767,916,1122,1520,2087,273,1774,1529,3793,962
"ENSG00000065029",124,95,129,161,179,23,147,146,361,136
"ENSG00000065054",4,2,3,11,12,1,4,12,0,0
"ENSG00000065057",68,65,199,83,82,17,159,55,199,285
"ENSG00000065060",146,113,90,151,303,191,434,308,720,192
"ENSG00000065135",312,257,410,313,392,343,993,283,413,575
"ENSG00000065150",789,775,565,658,1116,766,3292,1181,2818,2061
"ENSG00000065154",3,1,21,13,26,28,12,3,3,23
"ENSG00000065183",167,188,79,134,274,164,688,226,550,492
"ENSG00000065243",38,26,38,27,40,41,73,72,150,45
"ENSG00000065268",301,303,647,326,366,35,544,421,479,1047
"ENSG00000065308",323,104,281,193,879,104,489,228,389,294
"ENSG00000065320",58,43,43,29,14,2,66,45,70,41
"ENSG00000065325",0,0,0,0,1,0,0,0,0,0
"ENSG00000065328",71,69,118,104,234,69,313,97,576,205
"ENSG00000065357",86,92,100,48,127,38,171,113,181,62
"ENSG00000065361",0,1,2,0,1,0,1,4,0,2
"ENSG00000065413",72,121,136,159,322,126,319,219,359,208
"ENSG00000065427",545,609,591,504,1220,339,1761,919,2036,1472
"ENSG00000065457",62,67,65,44,110,29,219,85,141,111
"ENSG00000065485",87,90,76,93,90,71,152,138,89,116
"ENSG00000065491",119,95,87,96,265,38,201,129,416,82
"ENSG00000065518",140,77,155,144,217,88,268,90,63,131
"ENSG00000065526",608,443,362,987,818,372,744,1388,2684,85
"ENSG00000065534",3,1,0,1,5,2,6,0,0,1
"ENSG00000065548",244,219,224,216,462,360,860,271,702,486
"ENSG00000065559",64,32,24,30,97,42,155,55,226,55
"ENSG00000065600",68,43,41,43,61,14,157,49,79,116
"ENSG00000065609",0,0,2,0,0,0,0,0,0,0
"ENSG00000065613",120,84,131,138,158,143,244,171,147,102
"ENSG00000065615",41,71,59,50,38,83,160,56,51,146
"ENSG00000065621",7,4,0,0,6,0,4,4,0,10
"ENSG00000065665",22,13,15,12,21,8,48,22,22,24
"ENSG00000065717",9,3,0,1,18,0,3,3,13,0
"ENSG00000065802",166,147,222,209,207,64,340,274,353,282
"ENSG00000065809",362,251,475,400,609,348,707,469,670,602
"ENSG00000065833",22,92,37,34,82,41,345,110,83,106
"ENSG00000065882",695,397,394,523,821,177,932,737,984,491
"ENSG00000065883",364,260,353,415,478,184,481,528,664,287
"ENSG00000065911",229,203,202,202,331,216,614,247,383,404
"ENSG00000065970",139,87,130,128,259,98,237,269,537,97
"ENSG00000065978",78,68,106,87,299,87,89,118,101,111
"ENSG00000065989",168,315,182,171,314,35,224,286,445,45
"ENSG00000066027",280,234,306,215,288,111,380,302,352,353
"ENSG00000066032",11,3,0,1,23,6,12,3,0,3
"ENSG00000066044",649,585,849,588,1577,375,1731,855,2683,1402
"ENSG00000066056",12,23,66,6,3,0,5,0,29,52
"ENSG00000066084",321,176,178,249,391,205,771,376,851,493
"ENSG00000066117",636,423,478,506,1004,360,1100,836,1975,605
"ENSG00000066135",248,172,104,245,332,110,419,270,761,272
"ENSG00000066136",155,118,210,202,491,92,276,225,487,217
"ENSG00000066185",3,2,0,0,3,2,5,9,0,2
"ENSG00000066230",4,6,15,13,7,0,7,24,0,8
"ENSG00000066248",0,0,1,0,0,0,1,0,0,0
"ENSG00000066279",62,55,45,127,240,208,418,187,441,103
"ENSG00000066294",36,174,51,75,46,21,287,273,141,70
"ENSG00000066322",351,188,213,227,706,141,589,348,367,455
"ENSG00000066336",258,187,190,222,517,62,238,325,355,127
"ENSG00000066405",5,0,0,0,0,0,0,0,0,0
"ENSG00000066422",81,60,28,68,105,71,229,123,203,112
"ENSG00000066427",22,34,46,35,32,60,108,38,0,53
"ENSG00000066455",81,60,37,54,134,60,176,145,71,123
"ENSG00000066468",0,0,0,0,0,0,0,2,0,0
"ENSG00000066557",30,44,27,27,57,69,173,55,130,90
"ENSG00000066583",74,70,151,68,201,86,185,116,335,325
"ENSG00000066629",0,1,0,1,5,0,2,0,0,1
"ENSG00000066651",18,13,22,5,19,14,66,18,60,52
"ENSG00000066654",111,102,95,105,252,186,321,174,318,216
"ENSG00000066697",17,23,44,16,73,23,46,24,63,47
"ENSG00000066735",0,1,0,1,1,0,1,3,0,0
"ENSG00000066739",116,62,41,68,214,99,308,151,293,124
"ENSG00000066777",172,123,103,120,290,157,446,306,463,237
"ENSG00000066827",712,634,655,549,1335,501,1143,770,1824,1366
"ENSG00000066855",26,15,35,25,62,59,106,36,0,71
"ENSG00000066923",77,149,41,46,59,9,125,72,80,43
"ENSG00000066926",84,50,90,91,177,109,239,115,441,204
"ENSG00000066933",92,108,91,92,166,152,525,303,293,84
